,0 AC,1 AC,10 AC,11 AC,12 AC,13 AC,14 AC,15 AC,16 AC,17 AC,18 AC,19 AC,2 AC,20 AC,21 AC,22 AC,23 AC,24 AC,25 AC,26 AC,27 AC,28 AC,29 AC,3 AC,30 AC,31 AC,32 AC,33 AC,34 AC,35 AC,36 AC,37 AC,38 AC,39 AC,4 AC,40 AC,41 AC,42 AC,43 AC,43761 AC,43762 AC,43763 AC,43764 AC,43765 AC,43767 AC,43770 AC,43771 AC,43773 AC,44 AC,45 AC,46 AC,47 AC,48 AC,49 AC,5 AC,50 AC,51 AC,52 AC,53 AC,54 AC,55 AC,56 AC,57 AC,58 AC,59 AC,6 AC,60 AC,61 AC,62 AC,63 AC,64 AC,65 AC,66 AC,67 AC,68 AC,69 AC,7 AC,70 AC,71 AC,72 AC,73 AC,74 AC,75 AC,76 AC,77 AC,78 AC,79 AC,8 AC,80 AC,81 AC,82 AC,83 AC,84 AC,85 AC,9 AC
32,91.16915413536992,3283.4896608180416,451.07504117188626,1488.5353653136972,1692.6212661862767,864.616073342238,374.71460322742183,191.48733780907514,434.021100708576,846.0059520379607,653.6841650883858,239.03722624348197,384.272827464381,1288.2752373105193,142.7898931112252,228.94007363102406,2295.6552975791333,795.0419839731378,1013.6253336266545,1820.7128881213928,1599.850261318806,335.0876444205308,266.3660907909069,672.3745685340539,288.7404267957446,313.2637928960242,643.8966501264572,58.5594137900065,516.3697264493733,983.558970516227,850.4805647255027,108.11570077422977,13.95938136278227,191.74605330165932,438.3391528337678,622.8639509184898,371.6776620875798,203.73713382717105,179.91063142552437,4298.348250761042,5012.821110110713,3045.0253754181167,4094.3970256613256,1795.1967808774955,26107.38306128444,518.2407914148814,7340.675198772061,8513.013707584538,156.90135431817907,211.34940274584974,224.72864561744547,338.3961019077196,243.92080893315512,231.31237001886532,567.0565043363605,199.1577147757252,399.67364211612414,64.61310902840692,663.9765360578108,487.2327333658154,349.5965305096417,814.0127965352889,55.71317627006063,347.0258844970999,102.09655894807004,139.93403858093217,170.2090052775538,87.21407190143293,1388.1548301977423,480.36161397157184,275.4609606916523,446.47818566602325,136.68095719446663,133.3396643495029,201.94547862176358,97.31931465226963,446.36882044288103,413.52835397374236,122.18491489213679,1345.3866288211486,1620.562772808232,270.79292373572764,51.69313634655247,243.13518511817824,145.9731391889932,271.7936924317713,260.34184609812894,651.6779137710656,154.71187638590845,318.75073879925174,356.71759764919767,619.364411501645,48.710484828772124,739.8684576911193,103.56476521248962
33,90.29591736956883,3003.2702056016774,390.1722313489661,1180.7111705696473,1594.0970330320479,773.5128795926111,355.35210055892395,182.5379859099429,377.037112411258,813.5430273660035,628.2177604543316,225.84065833325167,360.4391860181537,1131.4175086717928,132.29841132698522,214.93945678318465,2189.9006411443374,735.2201282697594,948.6640564767437,1749.5162501012283,1210.8353076559447,298.27055093325396,247.76836340442804,624.8666748513824,268.20569563031813,293.3834616446514,595.0633053201444,54.80397188450119,488.30561723000363,914.5183635134815,785.77642910466,100.19615575458754,13.716946607839008,183.76568493289517,389.8623329509592,548.4568156312803,340.2285809232299,194.25971825003128,169.76854698304348,4924.8384899951625,5685.051516956452,3506.890401258266,4240.55671275509,2175.8083977812244,28474.26518762703,559.3409596973218,8380.812663607541,10066.593741222872,152.43678703844478,209.32813240352664,216.2111820423015,315.7161765451285,228.08313875628176,212.63424034276426,518.036672736862,191.46923251529992,347.1759759840554,60.79323893587894,622.4164671227916,427.4834044280176,315.0877180061924,751.5459305173971,54.877087209609236,329.50396388388606,93.12119253296929,132.9828777970331,163.03585949111832,82.15965122480185,1193.1191008449257,447.17948196230657,247.050709253061,419.08484505697123,124.1083942727847,127.89608811446936,187.76241090799377,94.09362365886558,435.13833713278433,374.11909867656715,116.82607027713317,1071.7266081936343,1441.2689104043905,252.5598510557886,49.87522218813195,234.4072550245131,141.92002441995595,245.6783616302939,235.83962153799325,609.2989058454891,143.70334383188865,298.9080752113977,333.9750298436139,580.2339399810172,46.16806677262309,670.622998181057,98.1380966016744
34,23.73278953558668,1666.0901018372845,141.06126456398357,316.65548166905535,952.2464638282007,255.92626840949777,223.59233157241908,64.1160494965191,114.66763594099267,521.819861374252,360.97039086609703,89.27570404984665,152.90239838411722,437.1413382197163,38.79129970570816,109.81956462403649,1277.606316479838,280.43045825664495,359.7597851636037,1021.9094849399874,423.6332536934019,101.75928726739065,96.49524553782848,200.36109219444128,98.15567392097515,111.85974357744558,240.0466033032975,12.056275564809372,238.6505204003584,348.1509837559813,338.36687729906987,25.783067900382644,3.4256992333378427,99.83819369557916,118.97744360130442,199.27446908501912,128.54947440633546,63.628315162490736,40.96288654830806,4109.377393217298,5252.2443279879735,3268.5255819843414,4305.527959009723,1680.8914921044875,26173.73518964723,488.4409462754438,6682.174675948114,8192.461601602405,56.96960926087641,125.57201679042501,72.16931678614766,102.92239454545029,148.2434351417655,87.59279390384661,211.26012004620307,48.276943580748764,102.6209024483734,15.54012943223934,313.7119536541094,136.99052907930457,138.36134306122682,280.6940724592272,34.67774807321931,151.55012476108018,25.41192909838497,46.7021399884163,82.02355071383232,29.954114642710195,370.5661957370331,188.2136391606268,85.42061044941833,155.60279541034743,41.59684293867724,73.06312030881467,76.65189422382888,42.96673629270602,313.067212076499,152.5438484793495,54.780773248430684,319.79763353981133,354.25843337252763,66.44586564683077,18.56547175323405,93.60892189075264,92.39230203896491,64.8647163435005,77.37328323286897,327.51617859521616,52.70122266530005,114.0273786879057,139.46244556233117,191.8785367963567,10.737958601602095,242.2903741300847,39.46606492561665
35,59.77065296419573,2347.240603111206,271.6087791495701,749.0973420322732,1281.6750490987743,531.5847517011865,289.2182714849228,127.58936083304259,253.32583168211514,658.7497688565707,495.7729042537849,122.37191811170723,259.6942513312996,797.8220606030665,84.96941204495609,169.1435954620043,1734.254835644236,508.0910396969033,650.9754554633753,1399.395895349796,814.2723751403635,199.7846301183372,175.65813964424603,437.4176718374055,185.8625718902347,210.9061409050198,428.2742940177169,35.632370084635106,365.06094551177904,648.2043150220558,553.9499318444953,65.72655493696736,8.795104578433858,143.05333130997244,254.96862371465124,382.14934611024654,239.3069340042618,136.06354466143904,111.1114867981103,5677.912409631441,6019.401966842843,3767.959939023181,4776.1630877733905,2268.246394982459,30752.032046679447,576.1052569530109,9293.022684037267,12235.24371704938,107.46674827289003,161.5682160383883,152.96137165243576,212.33334079487952,188.4216404711873,149.96746227350033,364.72645487032116,125.1548797269991,234.16425339507174,39.67962833738195,478.01813907683487,291.7183798633728,225.70711158924695,523.8670274839585,43.53672705279374,244.05467648563052,61.37409818492162,90.26519578810506,124.4764985425825,60.58756305561447,771.549427659667,323.0449491304248,167.5812268529204,279.49432870156886,83.53873938943921,100.70307369810348,138.05523835633238,69.58805579740333,364.8842722564026,259.7979770615286,86.8417965099826,713.4146942261444,934.6281151729673,164.2727499351447,36.201012772816455,169.37323560115576,117.40257499067467,161.2574549822357,157.39250327553071,475.89960082639226,101.499734544672,212.57213082474226,237.8517221318639,389.14397820167096,30.37859662911182,470.21169900710953,68.08080107069418
36,29.78369160126129,1442.807240091198,160.42203010457965,381.0670307721685,1001.9220310014654,295.12968424352755,202.90602985102782,73.88246552075093,135.39166867571376,377.80402413031624,347.14565037584,93.42183723057343,141.0773210205107,486.7381347631044,46.41450928207635,117.62483982918562,986.4403748427882,314.59675417444083,351.65086923189904,953.095349663154,479.7018338622936,116.78607669972207,107.36960166309473,235.28418317459764,110.06927504354896,126.52386435356506,267.5701235619122,16.118055316855166,256.26097240457165,386.46084190339735,366.75389132931934,32.35846862901264,4.357648324087481,83.93093429790885,141.4034227337387,219.73421873757349,143.87583009991067,72.05352903393363,51.727644860229674,5521.345403978701,6036.888785558507,3368.66608367603,4286.119536969813,2011.8311166806886,30045.40609572102,546.2608007146139,7709.406609559118,9351.778577937932,64.42698938190355,129.17822012722758,83.07799876069498,119.69436398712938,93.56186610345074,92.96913630206812,230.59465838301057,60.73274442573597,123.26130804842876,19.45893054871305,293.78910850307415,159.22354125699502,150.36104917853083,316.21366789051035,35.571910730669984,164.8229647451567,30.876720877750735,53.469963678756635,79.55247020011264,34.324813869619945,432.9394687386071,208.61441786293776,96.16974927508586,171.74186854395182,46.99219377761306,77.09776555378343,73.07664308995601,36.9389628539608,318.59677400759097,167.68144682415178,59.326255004545075,377.55014348048985,440.86637939961815,82.22388632022276,21.768904744879457,97.4132893716689,59.41727783207138,80.24599404740268,88.98073768873265,349.18336852453723,59.0826756215843,128.3224301843463,148.06287919276406,222.2579040111692,14.133278518706872,272.38420283625237,43.12280807684238
37,54.422870129420865,1859.2368639992742,235.6858996077075,646.4452060300001,1209.0266275158635,453.0040435742254,237.9349353897288,112.26963751607761,221.79637352769552,464.77910626056763,433.81095127772375,110.60455687935894,211.90909782203846,721.7373878231551,75.21970962077147,150.9358446456915,1290.4123241803447,443.54970820987927,557.161647157972,1195.7972725282398,703.5681045872066,175.72527325907848,150.22067888405851,377.4777103468589,166.15354885493093,188.91579272184464,378.8940109601532,30.866057191323204,333.6978424872048,562.7112100583358,494.9616775940064,60.615216611653594,8.478382565645425,107.18661601194454,228.49830472992912,316.982419918541,218.61863692950317,106.64642262116043,99.5961918034691,6020.344269819971,6349.3210450916395,4125.120628489887,4795.110286022818,2363.5457669460957,33795.512153480515,576.8124916143216,9586.982270252065,12378.687543811791,97.75261762898532,145.5020400768409,123.01888780956503,184.20299585406732,119.08194102704965,134.1629468764667,324.7166588411734,112.9826491945784,200.87746177668777,36.80757495261615,392.97820673071874,246.00639597980904,204.92045551471494,451.740930350481,40.626291458006655,216.3764490243602,54.88787844463453,82.5302545381336,107.13864405163264,49.72194522847747,681.3215665410364,289.165209524564,141.37827511905508,234.42617874650387,70.99544440809835,93.40140861448289,107.99141367957101,55.67218331156227,344.1900587517771,228.1664977421463,78.78820827917974,605.071824528229,851.2220422389753,147.58823138874075,34.792382562416684,141.74000229828846,75.38187546112123,146.4617397864387,135.54417040230067,432.27706460016253,85.53151149780356,186.18005161945095,203.50658936457566,340.1449771125891,27.951991082147448,412.55544085015225,59.56253184696706
38,87.81051260423376,2460.020945455475,340.9589309579846,1013.3515473205794,1505.7417277315608,682.5617304599366,287.6687958375986,169.93553837174505,334.85775995487,588.7526677973624,550.2869000407126,134.39474851412123,307.8759548838532,1077.5375251110574,115.82991457489727,195.37714947744763,1734.2974440942119,637.6639427177329,830.214377338099,1550.8647754312883,1008.0352497092728,260.8124340654193,215.76180368639547,585.2565512411393,240.41189123924005,277.12148231498225,540.787940916015,51.60909690507928,444.0085827641168,817.2307084247494,679.9520271376706,100.41402041161669,14.355976794868864,141.54686022627357,357.1178006641237,453.10160828066955,325.8674955532887,155.5122038254602,166.53344404841891,6189.430000434296,6012.642418803516,3741.883623577493,4538.042829734703,2204.553655015973,31153.535071590028,569.4821730459043,8669.794241425107,11972.68323588732,142.8021666710316,167.22812000301428,180.22667935209685,277.57154415689547,153.15566555245246,189.24456272549446,448.44109634834035,187.12231399851223,313.5394633088998,61.06434271685578,537.4726231323904,370.9124502706262,282.3273392656762,650.7340164533213,47.540628394026356,293.2272858357939,88.9763470380621,123.340331972329,143.4658460036432,71.95864084481043,1038.2213863777522,405.88025527304455,203.89298259106167,328.00711541980434,102.71208903500813,117.09806380210313,158.71396828707432,82.53840695475625,379.81914390618186,316.7534729791798,107.0843013115447,927.1196375630088,1477.8243049981272,240.2657722291743,52.899149422747826,203.81017610031108,96.69822151357906,237.437045047413,202.91208634023602,556.7560282276386,125.44110235757022,271.13675817653933,283.07478299991686,514.8902632187238,47.13494566606008,611.804501666844,81.39517484554567
39,34.84560536325197,2016.098677735444,197.02409138448246,474.3049279370007,1118.829808399781,387.95032601508075,270.9276986604568,93.63732159544985,176.07679406691824,615.974777025868,445.72435091787224,182.40850474548105,207.20111040706144,565.8672855240006,65.14797619959457,139.45192999598396,1518.0682510684187,431.0020290202995,510.1135202165813,1213.549125382759,563.4892534602648,153.71296119722712,143.23274531983395,306.179675847087,148.728820641799,155.04382633651906,336.8422842988032,18.65011000738159,313.76260222703445,516.8520713492135,482.6942910657503,41.437884621565075,5.730709266325737,132.35989279464974,188.89753535119772,282.3808791787932,170.7759368654359,115.14651032016586,68.23223061981697,5147.34135944023,5916.043526862541,4045.0955449058783,4859.925336625484,1947.369283175539,34346.67070878599,526.862490762267,8059.618607516375,10935.757837588022,83.86119722628946,175.3875693894663,120.8565703633229,167.4375011184084,168.5474181724475,123.2301289917693,305.87180083459594,75.05300186762172,151.01526513963267,23.8239492313786,401.1957933141836,210.97815476311885,186.84509418491172,416.23693528055895,43.78658287560113,216.1889923685815,37.93674017145478,69.4419460726732,104.51218693940629,45.67725001918644,601.1758461350577,260.34347486668196,141.70183856129285,264.64766385026945,66.01577652242578,92.31363173733635,106.00718766898162,55.03423595274447,378.01798516666605,223.438385891393,74.39310300505194,453.35545642042257,529.8255182540961,105.43929397538042,22.605024388215444,140.58651185924438,107.11272501687276,96.57606766926591,121.50906557264071,403.6290255584251,80.49668248157816,169.59559176964524,207.481299921592,314.9736412570208,15.778526653775138,348.0415738916956,63.92482259959591
40,80.30162840853987,2983.977072788544,400.036941650533,1282.849706905485,1552.8211978174575,760.7976752596977,350.6783012921939,169.03029023530334,372.85332703989985,791.121623455644,595.8196722472024,226.95304043704948,338.80240076801016,1121.4775540793742,125.04053168853154,207.33472706280997,2095.1428358750254,708.3579510317351,876.3113240348459,1663.045217390299,1394.4950354966152,295.60451774907546,239.1714588221884,579.9087294844763,250.8474036331005,273.3517810572916,570.6287152894379,51.28029406520289,464.607708900937,866.4876481957365,765.2115164423982,88.73202439150452,11.158129350298642,175.42515901101214,375.1628515870691,565.9258854007625,322.7821706481165,184.05298811894158,150.37873335670554,5863.613355196779,6434.962968385396,4072.164842092919,5028.414726959134,2234.22876063292,32852.05269325637,562.6981340865595,9841.246351282116,12425.367691443313,136.19415849909407,201.6686759840397,204.5160984219095,298.31836281866293,226.13924356903772,202.48065652838238,502.2686332824994,170.40346985399873,348.83648406575674,53.79211451474112,595.1631099655754,427.73784889862685,310.59810151016933,734.362686758934,52.646095110879884,310.92273700345953,86.6730415469659,121.32292174861591,152.41305941789253,78.34667873364306,1193.6753257805174,429.5732503354278,242.0284687063374,408.6406878119205,121.41437944465564,121.46664190631188,179.10167474419103,84.85390317975106,428.56987689864354,371.96979337536715,108.80228371259052,1165.5540167610113,1354.530199219218,229.7190920745399,43.520569678404996,215.8870858297606,136.32105781927388,228.74971188751448,230.92728380362078,598.8154241015478,137.70741517521094,281.02523821873405,318.5809416036843,542.1959882558181,40.767530147127495,645.7567994424202,92.1300564706221
41,25.003152707787113,1735.578734310126,150.70406982804738,347.96272687037754,986.9729835267843,280.1319380102885,233.6107254709192,68.40222465336358,126.69391434696252,558.765176310323,378.8271708608396,164.62959453078756,164.2815492696099,447.59932875176054,51.217184186981186,114.60880145670369,1337.8557373948338,319.55115743969145,398.46348731443953,1046.2084461563907,451.2312746038749,114.21131147785785,107.0245082294932,214.84751622471038,106.40835030051068,118.00273621056994,260.67221914823284,12.52317458879233,249.24773903747624,381.5658428593121,397.77222632363043,27.18265733840177,3.6175778214927967,104.78734717933938,135.00139505838044,221.0824989185313,134.63874115948406,71.74303969141377,43.91578104261608,5254.378188049374,5671.331188241381,3331.738064320522,4386.920431054121,1878.5500414097983,28448.11179396578,525.1716845536355,7126.378371405769,8757.80302123545,61.532986353416824,145.0077323215081,84.28461388299237,112.78558199782509,152.82327005996544,94.53406100831002,227.32222452023106,50.01673625099631,107.07509408024303,16.46542586729351,325.7181979329209,150.61512954342615,152.20862891897173,306.6926390833629,39.28307241560427,170.154402114679,25.92063761058291,51.01206270407403,85.49990244035742,32.336351301737096,439.8960109551558,201.97166822221848,91.50055657917021,198.7960037993185,48.390374476486244,77.65885143002063,80.10047942621269,44.64660903467764,326.2030249012466,182.65810318763997,58.514639369928226,337.74291354263283,367.58894124893595,71.5846392997659,18.727313960183814,104.16016484071147,95.68007045602556,68.13832980797217,87.15923362162168,339.85680338251893,56.18529459811093,128.67390138661764,150.14950015699384,219.51573362126027,11.182389368353995,260.1725841694987,43.063827011208964
42,117.767110054216,3769.5585400868836,548.1959234820378,1831.557397195826,1934.5824772004873,1058.829583530695,419.34930538409014,237.34180806887306,532.7434778055771,949.299939957254,746.4114097577237,261.9703891543061,461.4860235055333,1553.1704304152831,177.38793354455927,266.28875061743344,2629.124183478528,954.8407768347281,1236.4663789295041,2090.156012998919,1910.8754004200869,408.14029725703296,320.90546478018257,835.4465373446628,348.6345634529331,383.96499645415577,778.8107623620531,76.61299929822498,606.6711274483903,1189.0618763700934,1006.4317097259714,136.9081761907757,17.898264769710842,219.50533333795713,542.3441920350666,756.1723751696072,455.49382563591575,244.69999406212136,228.84186925861005,6135.697990917395,6437.74662628769,4065.0930358517658,5079.108814134776,2279.52013606249,33618.7345852147,589.3025338725663,9520.439313223784,12469.711697702956,192.99204703010486,227.85271177864678,274.3359658007176,415.77041799976024,273.00674531060776,276.04901394761316,674.2648837579002,257.37343626616666,498.213551611842,82.46830681718025,778.0500248237956,596.7098077301844,413.89764461574237,981.837899455441,61.4988414871522,407.5308608192696,129.64335963377786,172.67718987761032,200.15362086303853,106.93134678352365,1693.9336323189352,575.5781227089125,328.8781522347956,526.3774217526778,165.2316680820661,153.3221554431543,245.1026648394107,118.13977990577055,475.33344406448373,493.4524982152179,145.03102647961572,1648.24691790421,2015.813636161429,347.28622313463813,65.92745385193153,290.8396525889388,163.42551691529798,346.9822115863332,318.3364248952682,755.7411177720543,186.75949390544656,386.1609914170215,423.0820489180113,757.9789500764199,63.34585392535572,901.7713951326107,120.37419818412314
43,54.073996393210784,2315.8983681701634,253.2345034072134,671.9948443482048,1270.0366473813697,503.9673819102409,297.0943372271195,123.37572257970227,238.24477190040315,679.3867850142165,504.0881874801864,194.46894493719955,257.1080071544968,733.190344522265,87.41507932856832,163.48876145904725,1729.3460050312785,528.5810255274662,646.9679154925877,1386.3589300918811,732.6126997402087,198.01670119281187,175.80332445798402,411.13390563893404,187.16408927233954,200.1937307219693,421.30372551476285,31.132844376406588,370.5279382775104,644.5842494790514,575.7686677952173,61.31000495567291,8.560835013780949,149.6474442011208,253.6060716899218,356.38071396829855,223.73542341368977,141.27702235688005,102.55119370123418,6218.182271580848,6886.602905174622,3511.6749432208057,4648.691269901232,2200.4371060186027,33108.74340882044,565.8961056907679,8563.886173200484,10430.835180056234,107.03909128113335,186.82418530204063,151.757067284233,216.63295234552464,186.46616982196014,150.87355961566504,370.78467399417866,114.24584296589327,212.20137512035208,36.26210487998067,472.76840437133507,276.93503587607626,225.07152774905495,523.6802345949886,47.346444922511694,253.94033267575512,55.233423510356005,90.51852763002609,123.12491966386,57.85572996250747,781.8720568848765,321.6893339023804,174.0598467010787,314.54212955054123,82.84712126923604,104.37797448994047,132.22094517158723,68.50701746221326,396.2281647847252,269.2806620197324,88.4541575273942,625.2928755735041,819.378260949238,153.8153995079274,32.083480958030485,172.50977184623875,118.30219080651793,143.64072283536862,155.94092741298397,468.89264911701423,100.278774082891,212.33443793626012,247.5438772584745,403.9271680850529,26.17282688992741,448.6202810750489,75.09429388818934
44,91.13089268908773,3280.455382831233,450.547130077613,1486.752575645789,1691.1072752865537,863.52005241899,374.35426758142245,191.07905427469683,433.54888665635906,845.4974138278809,653.0995883078466,238.89531986676445,383.7584773890432,1287.4247676944242,142.59132104824167,228.73907995751637,2293.284540875952,793.7822621784545,1011.9529693986494,1818.9606107460893,1598.7164632713805,334.6038066377978,266.05806193223003,671.3579764359993,288.49632845490635,312.8622898711136,643.0345567798458,58.471267166926005,515.7657767846405,982.1679974311326,849.497390852682,107.84835497235926,13.925963137548457,191.49904902819202,437.5811887396966,621.994108418201,371.0369039428793,203.4421816653248,179.68639029098446,6144.847301494707,6296.054809909969,4313.351112280034,5094.949882333876,2358.906630589775,36618.62570258036,577.4028328203351,9331.101178172998,12244.496043566824,156.6189945310586,211.2108866238661,224.5140909250023,338.05174889117984,243.76921611434088,230.98884285283364,566.5208440884098,198.63609986881482,399.13362296923,64.50316791060874,663.2582863763363,486.49656376646186,349.1688740910699,813.1327832707985,55.653120329060734,346.79340988677774,101.8413211988205,139.7998813578921,170.0898620397637,87.12253502361857,1386.088712098504,479.72763633633906,275.0623635993707,445.9536648264838,136.4397647862574,133.15126305072096,201.65972857990926,97.15803539135862,446.2705030555989,413.0585615320496,121.92725553236305,1343.7907874857078,1618.5726932794532,270.5749787885506,51.65100032343158,242.74627446799346,145.80168916388058,271.24301819857067,260.0590019889036,651.0410302032038,154.4949000829411,318.3589222164379,356.1780628244083,618.2935753278485,48.57681192783687,738.8639736456855,103.41317239367537
45,90.47414790414915,3004.736732935126,390.3766152772077,1181.676424524589,1594.5314699600874,773.438293988466,355.4053759904561,182.63920922985403,377.1683637016691,813.8617113109867,628.6042494939921,225.91621258160637,360.54864281384704,1131.8989248440016,132.19864097338862,215.02276018521678,2190.915295953973,735.2022083518802,949.167751465775,1750.2054404564124,1211.5893971731773,298.42069078575366,247.93497020849225,625.0914003080272,268.24976894185835,293.5457095497721,595.5621570881275,54.79525408661411,488.46350623618076,915.2162716665528,786.0210117676031,100.4388011291113,13.706775843637413,183.8581904549192,389.88945498883015,548.2998952693129,340.6208818281486,194.3493178394263,170.06882668804295,6576.749831472789,6499.707708747248,4250.34755351202,5190.378008453746,2312.725825428424,36538.71255528211,581.6674934976267,9500.417418567116,12347.296152590996,152.60629977513804,209.39448453188945,216.23055492649502,315.837257071338,228.0836230783866,212.84443613626388,518.443018982821,191.80002451290417,347.53970188478866,60.978734302031846,622.6135862194607,427.7071612404527,315.3105061744178,751.9542140517754,54.894522805383396,329.54513126279727,93.26648916442065,133.17902824949243,163.14047306576327,82.18386733004375,1193.4174432615057,447.1886840822985,247.14757367402856,419.24128109683386,124.1316417338169,128.02249618383206,187.77742489324376,94.12171434094617,435.4487876019854,374.11522409972844,116.91179528968946,1072.2782510710447,1443.2371954384514,252.99767823856203,50.02003449747847,234.7462804978996,142.0202790956574,245.9423171774305,235.84737069167065,609.3894740790938,143.76388409499336,298.95844471030085,333.99391840570263,580.2755916820332,46.1758159263005,671.3320457425397,98.19234067741624
46,24.030070854528148,1721.0889004393875,147.09273855549054,335.1558531149345,979.3851366791415,272.76804310416,232.268609478219,67.32713270627376,123.56628277456377,555.6478422976244,376.1602322830862,163.203362704117,162.1861178918238,438.4914554508614,50.387281711600444,113.46694511852556,1328.221299251394,314.84756763875515,392.7556848384335,1039.0768202555064,437.1321675935506,111.92105580025058,105.41273620694525,210.93138778888334,104.78639071233549,116.02934776232112,257.1176784137148,12.223582163493415,247.15009809906564,375.76705236274915,392.2256541199507,26.471203813439203,3.5356176630079275,104.17663381306406,132.24940080226278,214.50739297362023,132.0495162484809,70.46093630000563,42.696843354380256,4461.544783889129,4955.331078565045,3463.710907675513,3876.797343689539,1699.2531855781833,28781.80972419906,473.9776441285458,6302.711651085874,8460.500545158424,60.593413504223825,144.48316333621824,81.84284746137835,110.42511392587338,151.7076193830953,93.27334305160298,223.99639643193524,48.83808581699824,103.99278137928424,15.99292807199398,322.437554432977,147.18600580614896,149.8601752671971,302.156596825862,39.04601724455842,168.70917835405305,25.44782509270923,50.374334373183274,84.40619367840819,31.567293393851113,430.22575347733897,199.9693576239311,90.27665378318935,196.40515125071457,47.12193763735436,77.15340580234066,78.70612183798136,44.226474482745616,325.52938618012865,179.2262026133243,58.04447466046631,326.39041604196365,354.0413590514344,70.0705824310135,18.465914511911595,102.76438681677395,95.00479771991301,66.39955950255785,85.01973273522923,336.9382855606217,55.47892577059518,126.64201890822444,148.53574237982752,216.36076676270676,10.739172471659574,255.63860295065723,42.63207355215645
47,76.2820325173484,2930.4885234940007,388.32764360645575,1245.3426933588057,1525.0767678624293,737.4965126261557,345.22356263752044,162.87884135458935,361.93923286677494,778.1878945000165,585.7671303193088,224.9326483960262,329.7095565876292,1091.4876738351566,120.65299628411057,202.76650072301635,2057.961237912493,688.1868327151096,852.1395198103602,1631.52961650454,1364.6090518039198,286.4455386741902,231.5817288335204,562.6573905997321,244.26022665114237,265.0029702096518,554.6635685949698,48.470027996773204,454.1635802574339,844.4150819945816,746.7923849300391,85.51496074915617,10.72534207525732,172.42415899655268,363.5969677808829,547.4987856224036,313.4640553693571,178.7578950880812,144.50992339482366,5277.034976273469,5353.713279810596,3748.6898487282,4494.6977706014195,1910.283874146309,31217.465589428622,522.7293023495952,7766.206183828282,10493.296782216188,132.02120642156623,199.80544374900353,198.07487266156653,289.1494201930469,222.89475535334603,197.72154170194202,490.7195499445564,162.39777303232182,336.16586840933826,51.53608620711943,583.1259877217967,414.24160988574647,303.4875075523349,710.3207493400148,52.0798079529889,304.4237490252757,83.00418799968894,117.29786532237179,149.0938625197172,76.19731443357371,1163.7485877373138,417.6602756781266,235.659261101928,397.49252707054086,117.43295918689616,119.42093278528138,174.1326549050664,82.4657349770717,425.3347920769594,362.54529172193924,106.27252502591287,1130.1081023383026,1311.3662751055942,220.0656827398886,41.859792510243814,209.7428976032399,134.2821257754682,220.42687718659747,223.3630327764053,584.4029845846608,133.41928599215677,272.95417987299317,311.6431823782208,525.9549714460107,38.789229203303925,626.9487222776547,90.18533099869173
48,30.851767455460884,1828.3399951113515,169.23080349891586,412.3929269870172,1033.0546166447384,316.58389404394717,242.12889486544788,77.67570593333744,146.21366603392772,577.9712562863047,395.99862367818093,168.28193663094396,179.08447086585775,499.75422862927536,58.249285443687,122.1521609870307,1401.1575442138912,349.968630831883,439.2787513334039,1098.6715345019368,507.69238399785263,128.32085046064583,117.40469009558484,247.24320943858018,117.78062290729211,131.7570875278285,286.6603693453158,16.587332880764233,266.97927086134496,420.80926772838876,426.2726969558893,33.0765784737373,4.43394831432735,110.11309047432741,154.72970275612914,245.7490070810173,150.73071795457403,79.75755641078626,54.19197156974434,5324.7051917055405,5974.261052988474,3651.4426951889627,4474.3005063405735,1942.0363142391425,32383.713217878172,538.3096207376703,7517.626460164239,8391.283786258533,68.34777097570503,148.44980334608488,93.80325052994317,127.90676668986546,158.39869578951587,102.76333682210615,246.90456735406252,62.132161220734496,126.70935678086704,20.19380126713571,347.0888737621806,171.89006523012137,163.82952971034157,341.2663225026896,40.34043004570618,181.59849919527468,31.479399265386327,57.58081683519371,91.05108149256952,36.070770312789676,495.53408815282114,221.1896542791911,101.93410486372548,214.72892888397618,53.85043201390476,81.34642181348497,88.4202143550573,48.64682216252098,331.88973557610126,197.0570979735452,62.880122798310445,394.72014953615286,452.5438969996001,86.85103462037644,21.61517306070311,113.4628816308579,99.01287912765582,82.8081401792806,98.03145092253924,360.8611969040099,62.54757222355307,141.4064837894332,162.7622142690182,246.61839327252991,14.353835829163515,290.8513459890704,46.42248096226474
49,87.9607167119074,3258.2106949938993,460.41951848752797,1576.1047877244268,1649.09418132249,858.6645905621559,369.91028245407017,181.13345374845474,429.0206103768736,822.6431230956376,624.1159784359669,240.54844816547353,363.33938289466505,1290.2888812909994,137.83853798071993,223.3671757322187,2221.6265302314287,763.5620463716386,956.9716493905556,1747.4591086873813,1730.9655052841717,332.6114062670768,258.65974371491143,633.0164244816207,271.9764383394548,296.5373766965682,618.5463580469832,58.173792926046396,496.2958441658958,939.2546353621244,831.3520557429232,97.51336388943635,11.67587310829374,182.51989539435405,417.10581595209237,651.8786633721072,359.9176474805392,196.7431964201087,165.645319271814,5212.461610198137,5727.603914936119,3594.0004845073836,4662.170732272181,1955.813076424159,33973.258365956004,559.0117333679649,7610.605954041443,9456.48071295838,142.89480447121244,206.21162403682374,219.58329789120864,323.6745600133117,242.3801155100107,221.50107200121636,555.0212741238271,186.15172801727348,402.6568394126395,59.387800058518046,636.8477390025174,486.70754229623185,344.3794900820111,809.00729096155,54.4079904991255,327.3844031428363,97.93300234480886,131.29221729510755,161.494430810355,84.61650768745992,1362.306848895748,464.61230702220007,268.67227845383155,440.4361331106322,136.20855911289283,126.40795359971605,193.91644199381693,88.1076044402362,440.64039900785286,409.6881222634939,114.70115047345328,1411.6430731543135,1574.2969706593403,252.877502137661,46.784188517793815,224.45089139618068,141.93012924528085,260.08134421550994,259.0664384681918,645.1167737965078,150.1976610694751,299.83416393729084,343.0195763271636,582.060863569858,45.368747100667136,718.674112109278,97.48260326637677
