bus_id,cluster,medoid_idx
47355,6,47371
47358,6,47371
47359,6,47371
47360,6,47371
47361,6,47371
47362,1,48178
47363,1,48178
47364,1,48178
47365,6,47371
47366,6,47371
47367,6,47371
47368,6,47371
47369,16,47594
47370,6,47371
47371,6,47371
47372,6,47371
47373,6,47371
47374,1,48178
47375,1,48178
47376,1,48178
47377,1,48178
47378,1,48178
47379,1,48178
47380,9,47578
47381,9,47578
47382,9,47578
47383,9,47578
47384,9,47578
47385,9,47578
47386,9,47578
47387,9,47578
47388,16,47594
47389,9,47578
47390,16,47594
47391,6,47371
47392,16,47594
47393,1,48178
47394,16,47594
47395,16,47594
47396,16,47594
47397,7,47399
47398,7,47399
47399,7,47399
47400,7,47399
47401,29,48330
47402,7,47399
47403,7,47399
47404,27,47408
47405,17,48149
47406,17,48149
47407,17,48149
47408,27,47408
47409,27,47408
47410,27,47408
47411,16,47594
47412,16,47594
47413,7,47399
47414,26,47765
47415,26,47765
47416,26,47765
47417,26,47765
47418,26,47765
47419,5,48329
47420,5,48329
47421,5,48329
47422,5,48329
47423,5,48329
47424,5,48329
47425,5,48329
47426,5,48329
47427,5,48329
47428,5,48329
47429,5,48329
47430,5,48329
47431,5,48329
47432,5,48329
47433,5,48329
47434,33,47479
47435,5,48329
47436,5,48329
47437,33,47479
47438,5,48329
47439,34,48211
47440,27,47408
47441,34,48211
47442,34,48211
47443,11,47450
47444,11,47450
47445,11,47450
47446,0,48156
47447,0,48156
47448,11,47450
47449,11,47450
47450,11,47450
47451,11,47450
47452,11,47450
47453,4,48331
47454,4,48331
47455,4,48331
47456,4,48331
47457,4,48331
47458,4,48331
47459,12,47625
47460,27,47408
47461,27,47408
47462,27,47408
47463,27,47408
47464,35,48137
47465,35,48137
47466,35,48137
47467,35,48137
47468,27,47408
47469,27,47408
47470,27,47408
47471,1,48178
47472,1,48178
47473,1,48178
47474,32,47491
47475,28,48347
47476,28,48347
47477,33,47479
47478,33,47479
47479,33,47479
47480,33,47479
47481,33,47479
47482,13,48153
47483,13,48153
47484,13,48153
47485,13,48153
47486,23,48366
47487,9,47578
47488,9,47578
47489,9,47578
47490,9,47578
47491,32,47491
47492,32,47491
47493,32,47491
47494,32,47491
47495,30,47510
47496,30,47510
47497,30,47510
47498,30,47510
47499,30,47510
47500,30,47510
47501,30,47510
47502,30,47510
47503,21,47777
47504,21,47777
47505,21,47777
47506,19,47506
47507,19,47506
47508,30,47510
47509,30,47510
47510,30,47510
47511,35,48137
47512,35,48137
47513,12,47625
47514,12,47625
47515,25,47547
47516,25,47547
47517,10,48298
47518,12,47625
47519,25,47547
47520,25,47547
47521,17,48149
47522,25,47547
47523,25,47547
47524,18,47524
47525,18,47524
47526,20,47527
47527,20,47527
47528,3,47533
47529,3,47533
47530,3,47533
47531,3,47533
47532,3,47533
47533,3,47533
47534,3,47533
47535,3,47533
47536,3,47533
47537,3,47533
47538,3,47533
47539,3,47533
47540,3,47533
47541,25,47547
47542,3,47533
47543,3,47533
47544,3,47533
47545,0,48156
47546,25,47547
47547,25,47547
47548,12,47625
47549,12,47625
47550,27,47408
47551,16,47594
47552,16,47594
47553,25,47547
47554,25,47547
47555,17,48149
47556,17,48149
47557,29,48330
47558,25,47547
47559,25,47547
47560,25,47547
47561,29,48330
47562,29,48330
47563,29,48330
47564,29,48330
47565,29,48330
47566,25,47547
47567,25,47547
47568,16,47594
47569,25,47547
47570,25,47547
47571,25,47547
47572,25,47547
47573,33,47479
47574,35,48137
47575,4,48331
47576,4,48331
47577,9,47578
47578,9,47578
47579,9,47578
47580,7,47399
47581,7,47399
47582,7,47399
47583,7,47399
47584,7,47399
47585,16,47594
47586,16,47594
47587,16,47594
47588,16,47594
47589,16,47594
47590,16,47594
47591,16,47594
47592,16,47594
47593,16,47594
47594,16,47594
47595,16,47594
47596,16,47594
47597,16,47594
47598,6,47371
47599,6,47371
47600,6,47371
47601,6,47371
47602,6,47371
47603,6,47371
47604,6,47371
47605,32,47491
47606,32,47491
47607,6,47371
47608,6,47371
47609,6,47371
47610,1,48178
47611,1,48178
47612,1,48178
47613,1,48178
47614,1,48178
47615,32,47491
47616,32,47491
47617,1,48178
47618,1,48178
47619,26,47765
47620,6,47371
47621,9,47578
47622,16,47594
47623,9,47578
47624,12,47625
47625,12,47625
47626,12,47625
47627,16,47594
47628,27,47408
47629,29,48330
47630,5,48329
47631,6,47371
47632,15,47636
47633,15,47636
47634,15,47636
47635,15,47636
47636,15,47636
47637,15,47636
47638,15,47636
47639,0,48156
47640,15,47636
47641,34,48211
47642,34,48211
47643,34,48211
47644,34,48211
47645,34,48211
47646,15,47636
47647,15,47636
47648,34,48211
47649,34,48211
47650,34,48211
47651,34,48211
47652,34,48211
47653,34,48211
47654,11,47450
47655,11,47450
47656,11,47450
47657,11,47450
47658,11,47450
47659,11,47450
47660,34,48211
47661,31,47667
47662,31,47667
47663,31,47667
47664,31,47667
47665,31,47667
47666,31,47667
47667,31,47667
47668,31,47667
47669,11,47450
47670,31,47667
47671,31,47667
47672,31,47667
47673,31,47667
47674,31,47667
47675,31,47667
47676,31,47667
47677,31,47667
47678,31,47667
47679,31,47667
47680,31,47667
47681,31,47667
47682,31,47667
47683,31,47667
47684,10,48298
47685,31,47667
47686,10,48298
47687,10,48298
47688,10,48298
47689,10,48298
47690,10,48298
47691,10,48298
47692,10,48298
47693,10,48298
47694,24,47892
47695,10,48298
47696,10,48298
47697,10,48298
47698,24,47892
47699,10,48298
47700,0,48156
47701,24,47892
47702,24,47892
47703,24,47892
47704,24,47892
47705,24,47892
47706,24,47892
47707,8,48123
47708,8,48123
47709,8,48123
47710,8,48123
47711,22,47718
47712,22,47718
47713,22,47718
47714,24,47892
47715,22,47718
47716,22,47718
47717,22,47718
47718,22,47718
47719,22,47718
47720,22,47718
47721,22,47718
47722,22,47718
47723,0,48156
47724,0,48156
47725,0,48156
47726,0,48156
47727,0,48156
47728,0,48156
47729,0,48156
47730,0,48156
47731,0,48156
47732,0,48156
47733,0,48156
47734,0,48156
47735,0,48156
47736,0,48156
47737,0,48156
47738,0,48156
47739,0,48156
47740,0,48156
47741,0,48156
47742,31,47667
47743,31,47667
47744,31,47667
47745,31,47667
47746,34,48211
47747,34,48211
47748,31,47667
47749,31,47667
47750,26,47765
47751,13,48153
47752,13,48153
47753,13,48153
47754,23,48366
47755,23,48366
47756,23,48366
47757,26,47765
47758,26,47765
47759,26,47765
47760,26,47765
47761,26,47765
47762,26,47765
47763,2,47787
47764,2,47787
47765,26,47765
47766,26,47765
47767,26,47765
47768,21,47777
47769,21,47777
47770,21,47777
47771,21,47777
47772,21,47777
47773,21,47777
47774,35,48137
47775,35,48137
47776,21,47777
47777,21,47777
47778,21,47777
47779,2,47787
47780,2,47787
47781,2,47787
47782,2,47787
47783,2,47787
47784,26,47765
47785,21,47777
47786,2,47787
47787,2,47787
47788,19,47506
47790,6,47371
47791,16,47594
47792,27,47408
47793,27,47408
47794,27,47408
47795,27,47408
47796,27,47408
47797,27,47408
47798,36,48372
47799,36,48372
47800,36,48372
47801,36,48372
47802,36,48372
47803,17,48149
47804,29,48330
47805,29,48330
47806,29,48330
47807,28,48347
47809,5,48329
47835,12,47625
47836,12,47625
47841,35,48137
47844,15,47636
47845,29,48330
47846,3,47533
47847,5,48329
47848,12,47625
47849,12,47625
47851,9,47578
47853,0,48156
47856,5,48329
47857,5,48329
47862,25,47547
47865,10,48298
47866,6,47371
47870,12,47625
47877,12,47625
47881,0,48156
47884,29,48330
47892,24,47892
47898,6,47371
47910,35,48137
47911,22,47718
47912,12,47625
47915,16,47594
47930,31,47667
47933,31,47667
47936,5,48329
47937,5,48329
47966,27,47408
47967,0,48156
47968,31,47667
48014,6,47371
48022,6,47371
48046,6,47371
48053,22,47718
48054,22,47718
48058,16,47594
48059,31,47667
48062,34,48211
48063,6,47371
48069,1,48178
48071,27,47408
48072,4,48331
48082,2,47787
48083,10,48298
48085,5,48329
48087,6,47371
48088,24,47892
48089,35,48137
48091,1,48178
48093,24,47892
48094,10,48298
48096,11,47450
48097,1,48178
48099,13,48153
48100,23,48366
48101,1,48178
48106,6,47371
48107,9,47578
48108,34,48211
48109,6,47371
48111,1,48178
48113,6,47371
48114,0,48156
48122,23,48366
48123,8,48123
48124,31,47667
48128,6,47371
48130,1,48178
48133,32,47491
48134,19,47506
48137,35,48137
48139,2,47787
48142,11,47450
48147,1,48178
48149,17,48149
48152,35,48137
48153,13,48153
48154,26,47765
48156,0,48156
48157,26,47765
48161,31,47667
48163,16,47594
48173,35,48137
48174,5,48329
48177,16,47594
48178,1,48178
48182,11,47450
48184,5,48329
48185,5,48329
48188,0,48156
48189,6,47371
48192,34,48211
48196,6,47371
48204,25,47547
48207,31,47667
48211,34,48211
48212,6,47371
48213,22,47718
48215,11,47450
48216,16,47594
48219,6,47371
48220,26,47765
48222,30,47510
48223,23,48366
48226,31,47667
48233,9,47578
48235,21,47777
48236,13,48153
48240,20,47527
48249,31,47667
48250,16,47594
48251,35,48137
48254,5,48329
48255,29,48330
48259,30,47510
48263,31,47667
48264,9,47578
48265,36,48372
48268,5,48329
48269,15,47636
48270,2,47787
48272,12,47625
48283,0,48156
48289,16,47594
48290,9,47578
48292,2,47787
48298,10,48298
48299,35,48137
48311,13,48153
48314,27,47408
48316,2,47787
48317,4,48331
48323,34,48211
48325,0,48156
48327,11,47450
48329,5,48329
48330,29,48330
48331,4,48331
48332,4,48331
48335,3,47533
48336,27,47408
48337,16,47594
48347,28,48347
48353,3,47533
48366,23,48366
48371,4,48331
48372,36,48372
48378,36,48372
48382,4,48331
48383,13,48153
48428,22,47718
48536,5,48329
48537,21,47777
48538,12,47625
48539,14,48539
48540,12,47625
48544,30,47510
48548,33,47479
48551,32,47491
48552,22,47718
48553,26,47765
48554,16,47594
48556,12,47625
48622,33,47479
